set_key,cardinality,members,lambda,seconds,incumbent_scale,edited_baseline_vh,modelB_gc,modelB_unserved,modelB_served,modelB_gc_per_trip,modelB_veh_hours,base_gc_this_network,base_unserved_this_network,gc_vs_base_pct,unserved_vs_base_pct,served_vs_base_pct,gc_per_trip_vs_base_pct,vh_vs_budget_pct,claim_gap_unserved_pct,gc_vs_noedit_pct,unserved_vs_noedit_pct,served_vs_noedit_pct,gc_per_trip_vs_noedit_pct,seed,sum_of_singles_unserved_pct,sum_of_singles_gc_pct,interaction_unserved_pts,interaction_gc_pts,interaction_class
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|011|033|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|011|033|WESHIGW']",2.0,140.56144165992737,1.0,2516.351639935704,1780301.9734603309,9964.595278386132,20984.404721613864,84.83928884704677,2513.9967502863115,1770217.2814104317,10468.450326262653,0.5696866794715705,-4.813081518020656,2.460163696302642,-1.8450849077642828,-0.12659320458801027,0.0,-0.277908911276592,1.551797522778564,-0.7203946709492093,0.44569653375037266,,-0.13389761398183708,0.04272051786353703,1.6856951367604012,-0.32062942914012904,substituting
splice|002|034|WESHIGW+splice|005|006|NMURBEAN+splice|011|033|WESHIGW,3,"['splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|011|033|WESHIGW']",2.0,75.50031399726868,1.0,2516.0166812196944,1782662.683997756,9927.340694792802,21021.6593052072,84.8012356263513,2514.4112191201166,1766664.8790660677,10529.798192230463,0.9055370444758903,-5.721453407171573,2.9504458749627593,-1.9863040058811454,-0.11012762465520964,0.0,-0.145675731312378,1.172126314448474,-0.5441389989436662,0.4006433242049523,,-0.4533594751433112,0.13832195628052935,1.6254857895917851,-0.28399768759290733,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,91.75715017318726,1.0,2515.7510551541795,1786082.5211190865,9979.638282494818,20969.361717505188,85.1758172318649,2513.6833833930664,1775591.501746808,10444.810381565976,0.5908464509971845,-4.453619377256857,2.268668539101659,-1.6406022607627802,-0.1390423134429497,0.0,0.0458835176273098,1.7051047133569197,-0.7915648342531334,0.8441301896167541,,0.3561101374201181,0.14986249298352128,1.3489945759368016,-0.10397897535621148,substituting
splice|001|021|PICBETS+splice|002|034|WESHIGW+splice|005|006|NMURBEAN,3,"['splice|001|021|PICBETS', 'splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN']",2.0,79.4340546131134,1.0,2515.306280244839,1784122.7055115555,9967.516210345992,20981.48378965401,85.0331999108332,2512.1624037450138,1772237.0049820554,10495.350636204108,0.6706608933279012,-5.0292214539010445,2.5806369145665142,-1.8619264596975937,-0.19946618594803844,0.0,-0.06389387600858054,1.5815655045860133,-0.7342139322537244,0.6752780417088156,,0.15155362083834056,0.10358874946220231,1.4300118837476727,-0.16748262547078285,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,79.18873429298401,1.0,2515.8396135781722,1780997.3028998733,9985.029794338274,20963.970205661728,84.95515331436984,2513.512290169892,1771269.9680439876,10499.53493730606,0.549172911604634,-4.900266021685306,2.5159833833815037,-1.9185403162173431,-0.14583932424898638,0.0,-0.23896062792894135,1.7600510211368103,-0.8170726899701108,0.5828745709774097,,0.25188148588892734,-0.0273184286033179,1.508169535247883,-0.21164219932562345,substituting
splice|002|034|WESHIGW+splice|005|006|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,130.7370731830597,1.0,2515.416096438171,1784623.7809037666,9974.752693414648,20974.247306585356,85.08642788546896,2513.2084834913558,1771508.8007095344,10503.73367855371,0.7403282551562418,-5.036123356965183,2.587302981640227,-1.800393102072817,-0.15790863499457464,0.0,-0.03582656683895902,1.655314396822427,-0.7684505566687205,0.7382974406220821,,0.036648276258643975,0.2454639314005136,1.6186661205637831,-0.2812904982394726,substituting
splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN,3,"['splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,80.1861720085144,1.0,2515.949429771504,1785812.494854224,9946.896773916877,21002.103226083123,85.03017415114746,2514.862805161866,1770159.4906409702,10513.338229440087,0.884270840905188,-5.387836319552875,2.771828296450085,-1.8366487069784831,-0.09218749150043948,0.0,0.030758227545968353,1.3714274332661258,-0.6366610334249345,0.6716956856647194,,0.13697614130923075,0.11455675333499338,1.234451291956895,-0.08379852578902502,substituting
splice|002|034|WESHIGW+splice|005|006|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,83.9181981086731,1.0,2515.5046548621626,1782422.050361182,9955.320085248393,20993.679914751614,84.9027925356111,2514.8150985599555,1767420.3895533266,10560.146880911763,0.8487884883825902,-5.727446810012071,2.9664581530440826,-2.05665971486938,-0.09408272897794001,0.0,-0.15915461848049484,1.4572716028396604,-0.6765126773314423,0.5208818908766455,,-0.06758037527254679,0.06828300981367441,1.5248519781122072,-0.22743762829416925,substituting
splice|001|021|PICBETS+splice|008|035|BOASHAN+splice|011|033|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,81.9945957660675,1.0,2516.558426649549,1778342.9778810786,9998.608404831688,20950.391595168312,84.88351970906402,2514.7593732842397,1770483.2864031724,10495.413224347085,0.4439291541618262,-4.733542252180389,2.4289374033251265,-1.9379369731691187,-0.09629652385644283,0.0,-0.3876403717304022,1.8984341932520632,-0.8813146405323158,0.4980637777947994,,0.39532549973244624,-0.14890918018899413,1.503108693519617,-0.2387311915414081,substituting
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|011|033|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|011|033|WESHIGW']",2.0,77.65582966804504,1.0,2516.6469850735407,1776135.4252421851,9977.482055134962,20971.517944865038,84.69274517522844,2514.711629298373,1766408.654173169,10544.876288373389,0.5506523672218488,-5.380757608925446,2.7807821656909093,-2.169792593010178,-0.0981932464842572,0.0,-0.5112945431129168,1.6831300361980661,-0.7813634773823686,0.27219577262371786,,0.2910968482012555,-0.3260901017758333,1.3920331879968106,-0.18520444133708347,substituting
splice|006|021|NMURBEAN+splice|008|035|BOASHAN+splice|011|033|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,80.68307495117188,1.0001479484765143,2517.5557467726076,1779047.5762686573,9964.642165097253,20984.35783490275,84.77970068303033,2514.811343320922,1771676.4015114503,10446.720976004775,0.41605649603497774,-4.614642355384202,2.351342552422153,-1.8908262540825782,-0.09423191314676949,0.0,-0.3481728961927999,1.5522753575185844,-0.7206164973120099,0.3751469720892464,,0.04972464921213504,-0.10140777208168528,1.5025507083064493,-0.24676512411111462,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|033|WESHIGW,3,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,77.900634765625,1.0,2516.7568012668726,1781892.223427849,9937.86400475274,21011.135995247263,84.8070386975228,2513.626956506707,1766566.2630474223,10549.35830857677,0.8675564965215932,-5.796507104388294,2.997573746999316,-2.068026627219255,-0.14128398116783902,0.0,-0.18883242061448202,1.27937211946767,-0.5939259751975956,0.40751388540103406,,0.1761915036215589,-0.18421491983752203,1.103180615846111,-0.004617500776959993,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|033|WESHIGW,3,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|033|WESHIGW']",2.0,78.31659603118896,1.0,2515.7983947174985,1778781.2520060306,9963.976381149667,20985.023618850337,84.7643197507862,2514.08270136356,1760849.3180324521,10645.008389716026,1.0183684537877102,-6.397665305969069,3.3541779450963816,-2.2600049052196924,-0.12317863100053117,0.0,-0.36309082178784813,1.5454901791194464,-0.7174665977352501,0.35693667738270207,,0.31447326668874176,-0.28521799685027327,1.2310169124307047,-0.07787282493757486,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|033|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|033|WESHIGW']",2.0,79.33230495452881,1.0001831300315562,2517.6443051966,1778655.086470334,9931.619425497214,21017.38057450279,84.62781935005295,2513.197518447068,1767766.3004309786,10499.49813734008,0.6159629831556712,-5.408627197363658,2.776980660246764,-2.1026281013594383,-0.15834424268920122,0.0,-0.3701578762710489,1.2157319785030207,-0.564382160533361,0.19532667316040087,,-0.05450400231905572,-0.27858869366852446,1.2702359808220764,-0.09156918260252445,substituting
splice|001|021|PICBETS+splice|002|011|HIGFITN+splice|008|035|BOASHAN,3,"['splice|001|021|PICBETS', 'splice|002|011|HIGFITN', 'splice|008|035|BOASHAN']",2.0,76.15551900863647,1.0,2515.0498969576447,1775452.0221726124,10070.267616396015,20878.73238360399,85.03638964053535,2513.817104507784,1774574.4569395082,10554.51097030997,0.04945215060840891,-4.588022649994306,2.3743833601763686,-2.2710087555676273,-0.13372998227713095,0.0,-0.5495747810557949,2.628731966530129,-1.220342520363904,0.6790545304800055,,0.9500237857205773,-0.1966164149261429,1.6787081808095516,-0.35295836612965203,substituting
splice|001|021|PICBETS+splice|002|033|WESHIGW+splice|008|035|BOASHAN,3,"['splice|001|021|PICBETS', 'splice|002|033|WESHIGW', 'splice|008|035|BOASHAN']",2.0,80.31662034988403,1.0,2516.764519641333,1770181.1733307375,10164.489787384988,20784.510212615016,85.16828903941831,2513.478697719131,1775706.5219559919,10540.553907856975,-0.3111633908495226,-3.5677832850099733,1.8426886533843723,-2.114881365283283,-0.14717384964155755,0.0,-0.8448168670389444,3.588974762460184,-1.6661183273562696,0.8352171666033303,,2.1113954595124884,-0.636481349646778,1.4775793029476958,-0.20833551739216638,substituting
splice|001|021|PICBETS+splice|002|011|HIGFITN+splice|007|101|EMO4THW,3,"['splice|001|021|PICBETS', 'splice|002|011|HIGFITN', 'splice|007|101|EMO4THW']",2.0,79.3440809249878,1.0,2515.138455381637,1774170.12540213,10045.506235294633,20903.493764705374,84.87433466254994,2514.7041902098713,1770579.981316711,10603.811847796811,0.20276655803761479,-5.265140692006698,2.7441653934359156,-2.4735213193533445,-0.09848877873266382,0.0,-0.6213791313390948,2.3763822533966694,-1.1031936102203876,0.4871891181018828,,0.8457951341893866,-0.3737973365129821,1.5305871192072829,-0.24758179482611276,substituting
splice|001|021|PICBETS+splice|002|033|WESHIGW+splice|007|101|EMO4THW,3,"['splice|001|021|PICBETS', 'splice|002|033|WESHIGW', 'splice|007|101|EMO4THW']",2.0,78.84720087051392,1.0,2516.8530780653255,1767809.8588157403,10146.030603084391,20802.96939691561,84.97872707911823,2515.3597905370702,1771656.202349299,10589.484179930187,-0.2171043980462084,-4.1876787321355575,2.178114552255961,-2.3441604504036984,-0.07244378159172449,0.0,-0.9776440197297509,3.4008523857695927,-1.5787858270365551,0.6107847910211461,,2.0071668079812977,-0.8136622712336172,1.393685577788295,-0.16398174849613367,substituting
splice|002|034|WESHIGW+splice|005|021|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|002|034|WESHIGW', 'splice|005|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,78.32333374023438,1.0,2514.664476602641,1781190.725214893,10013.536960945125,20935.463039054877,85.08007307467244,2514.744559895477,1766651.4347811195,10625.730086555506,0.8229857994355827,-5.7614217623029536,3.0122767065421607,-2.125271838562859,-0.09688501451450282,0.0,-0.22812624252437352,2.0505750143677615,-0.9519433373543773,0.7307736458629366,,0.7041531530401102,-0.04716884366476881,1.3464218613276513,-0.1809573988596047,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN,3,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,82.85797309875488,1.0,2515.1978099359744,1781504.5577731777,9996.364683117403,20952.6353168826,85.02532167577648,2512.5969240598442,1765300.270709581,10633.604857538641,0.9179337550933031,-5.992701280125812,3.136735317982242,-2.151320338042617,-0.1822040219619514,0.0,-0.21054718041556564,1.8755678382360585,-0.8706993379198336,0.6659505848373382,,0.8044810180906969,-0.17807602173028902,1.0710868201453616,-0.03247115868527661,substituting
splice|002|034|WESHIGW+splice|006|021|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|002|034|WESHIGW', 'splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,84.28358888626099,1.0,2516.510387081742,1781620.0492763491,9983.587090491697,20965.412909508304,84.97901076245167,2514.1009131562673,1773495.4386373728,10474.868633926857,0.4581128579173921,-4.690097418920914,2.3995232552294743,-1.895917417967985,-0.12245513214106385,0.0,-0.20407802272720543,1.7453480487812145,-0.8102470939908568,0.6111206586410844,,0.3351758840323127,-0.04053954048302,1.4101721647489018,-0.16353848224418543,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN,3,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,138.5817084312439,1.0,2517.0437204150753,1780765.14111832,9977.255828043833,20971.74417195617,84.91259127123982,2513.6995923901604,1772170.3551507348,10485.368822737586,0.48498644290064785,-4.845923908674599,2.48300504584118,-1.9496096958191544,-0.13839837953160128,0.0,-0.2519649713900618,1.6808244967244867,-0.7802931712850514,0.5324831293918919,,0.43550374908289946,-0.1714467185485402,1.2453207476415873,-0.08051825284152159,substituting
splice|002|034|WESHIGW+splice|007|101|EMO4THW+splice|008|035|BOASHAN,3,"['splice|002|034|WESHIGW', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,80.48424410820007,1.0,2515.7114415760075,1780414.4663365134,9994.562989163573,20954.43701083643,84.96598908459269,2514.5218167791636,1768599.6219634702,10577.056999385668,0.6680338628550997,-5.507146366479143,2.859295307298515,-2.130348490038636,-0.10573391770576368,0.0,-0.27160771911215464,1.8572063037747055,-0.8621753189146153,0.5957036092957058,,0.46164273844173653,-0.12334668823885675,1.395563565332969,-0.1482610308732979,substituting
splice|002|011|HIGFITN+splice|005|021|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|002|011|HIGFITN', 'splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,78.29026222229004,1.0,2514.2898650255943,1777916.071318054,10023.477218880722,20925.522781119278,84.96399778944762,2514.40777078256,1764276.3733586557,10696.5382535157,0.7731043823611561,-6.292325785061903,3.3233541831121816,-2.468222040325363,-0.1102646165664023,0.0,-0.4115531774223302,2.151878783662786,-0.9989718281696924,0.5933460102331756,,0.8691715526768728,-0.33292523158742204,1.2827072309859133,-0.07862794583490818,substituting
splice|002|033|WESHIGW+splice|005|021|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|002|033|WESHIGW', 'splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,77.98464751243591,1.0,2516.004487709283,1769267.0750955772,10140.348484603579,20808.651515396425,85.02555169355821,2515.2046487731814,1765575.4040311575,10682.188824328598,0.2090916681321442,-5.072371857825441,2.673535244535441,-2.4002714726183094,-0.07860708967637464,0.0,-0.896019297205064,3.3429444297168764,-1.5519030782670806,0.6662229149878351,,2.030543226468784,-0.7727901663080572,1.3124012032480925,-0.12322913089700682,substituting
splice|002|034|WESHIGW+splice|006|021|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|002|034|WESHIGW', 'splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,80.68047881126404,1.0,2516.5989455057347,1779719.05623647,9961.851508896743,20987.148491103257,84.80042236280538,2516.3248805229337,1769567.9623448553,10529.263856391388,0.5736481507137681,-5.388908049352558,2.778744757053331,-2.1454792151353153,-0.03410370627485726,0.0,-0.31056052058873185,1.523835050058775,-0.707413585441452,0.3996804587160341,,0.23094723250112192,-0.21772046206985918,1.292887817557653,-0.09284005851887267,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,73.8173394203186,1.0,2516.309388487513,1785089.4719180746,10018.597071918426,20930.402928081574,85.28691387603837,2513.012855795863,1780224.7533600633,10419.028706147279,0.2732642914232919,-3.843272204371573,1.950473424912924,-1.6451214762871147,-0.16568032539560074,0.0,-0.009741283308239979,2.102143929175382,-0.9758832978638776,0.9756633502339573,,-0.12861986429177907,0.2676055359566609,2.230763793467161,-0.2773468192649009,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,83.44055271148682,1.0,2516.3979469115056,1781047.6538524553,10013.509966487409,20935.490033512593,85.0731294563172,2513.9230762180537,1775942.6125628778,10475.712513946863,0.2874553070276509,-4.41213470533961,2.257588322218962,-1.9266374725984359,-0.1295200501332694,0.0,-0.23614026242093633,2.0502999067866012,-0.9518156235048036,0.7225527308643009,,-0.23284851582296984,0.09042461436982174,2.283148422609571,-0.3265648767907581,substituting
splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,81.66757798194885,1.0,2516.5077631048375,1784191.4624254017,9999.963250219631,20949.03674978037,85.16818619090479,2514.3057945261107,1775143.177230463,10481.692721605285,0.5097214304175646,-4.595912932962564,2.353653388954413,-1.801530182347022,-0.1143158215421769,0.0,-0.06004251633603408,1.9122417770693012,-0.8877245681514712,0.8350953988384369,,-0.3477538604026664,0.23229979630813302,2.2599956374719676,-0.2923423126441671,substituting
splice|001|021|PICBETS+splice|002|011|HIGFITN+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|002|011|HIGFITN', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,73.94775605201721,1.0,2515.608230290978,1776348.0279072367,10088.46408833906,20860.535911660943,85.15351836739086,2515.2950460060856,1779051.3109536387,10528.536945482036,-0.15195081950463152,-4.179810161865061,2.155058168701074,-2.2583404381170014,-0.07501588391447545,0.0,-0.49938578681986145,2.814176972851379,-1.3064320986413414,0.817729391066413,,0.46529378400868016,-0.07887337195300326,2.3488831888426986,-0.4205124148668582,substituting
splice|001|021|PICBETS+splice|002|011|HIGFITN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|002|011|HIGFITN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,72.76648235321045,1.0,2515.696788714971,1774763.292828256,10073.446268676478,20875.55373132352,85.01634570608992,2514.7118754093513,1775064.042360657,10580.35277748618,-0.016943024320459354,-4.791017081097171,2.4886606521880683,-2.444761850300392,-0.09818346924732602,0.0,-0.5881533657213445,2.6611264435522974,-1.2353810858161896,0.6553234621977433,,0.3610651324774894,-0.25605429353984244,2.300061311074808,-0.33209907218150203,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,78.28569555282593,1.0,2515.756143269308,1780868.2837472581,10032.430065566386,20916.569934433614,85.14150691674969,2515.135301498999,1770302.5018752713,10601.807224942804,0.5968348268611923,-5.370566991982717,2.7983081777963603,-2.1415462860804646,-0.08136204491796528,0.0,-0.24618752532111765,2.2431195865729725,-1.0413287640616442,0.8035084028611861,,0.31975101637879977,-0.06033297875714938,1.9233685701941727,-0.18585454656396827,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,82.52618050575256,1.0001663448226161,2517.6020537484087,1780598.581833365,10010.302161539817,20938.697838460186,85.03864927850302,2514.6886207091056,1777306.0746398496,10450.943580751962,0.18525268328823952,-4.216283590160186,2.1496741456832558,-1.923081477081745,-0.09910730740951834,0.0,-0.2612946471605593,2.017608327306508,-0.936639133468764,0.6817298347247869,,-0.04922625262899771,-0.05370367557540057,2.066834579935506,-0.2075909715851587,substituting
splice|002|011|HIGFITN+splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,4,"['splice|002|011|HIGFITN', 'splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,80.08735537528992,1.0,2514.8481983589277,1778643.5627468936,10048.812987953877,20900.187012046128,85.1018013246363,2515.6568026762966,1769146.3424536192,10667.452517369253,0.5368250248932283,-5.799318332170467,3.0502580236798416,-2.4390361043143183,-0.060644397125231286,0.0,-0.3708033677751521,2.41008223489394,-1.1188382331337343,0.7564988638808945,,0.3844415509649757,-0.2151821886142824,2.0256406839289642,-0.1556211791608697,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,75.57780838012695,1.0,2514.8010551541797,1785160.6918347245,10005.904310107064,20943.09568989294,85.23862557225657,2513.859281304788,1774576.0938427756,10475.927707306459,0.5964578261069997,-4.486699510837367,2.2958127167222564,-1.661216471607796,-0.13205442704657955,0.0,-0.005751960641986464,1.9727886727438193,-0.9158323981654837,0.9184922874667878,,-0.22844175164238312,0.25185025027618657,2.2012304243862024,-0.25760221091817304,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,76.85083150863647,1.0,2514.889613578172,1782245.7064150777,9987.214106168178,20961.785893831824,85.02356218319728,2514.0982524691317,1770299.9075258737,10533.226941730602,0.6747895561887596,-5.183718518388957,2.6744656398953515,-1.9475884985074465,-0.12256083310849819,0.0,-0.16903237366950874,1.7823119144776634,-0.8274069176627874,0.6638674290251334,,-0.3326704031735739,0.07466932868934739,2.1149823176512372,-0.24370170235885613,substituting
splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,82.09116435050964,1.0,2514.999429771504,1784823.0006265016,9973.128944246006,20975.871055753993,85.08933888287315,2513.3026377522756,1769282.7089441055,10538.771694542906,0.8783385268977373,-5.3672549960428135,2.771369050025063,-1.8419823931759338,-0.15416817399306337,0.0,-0.02466744460385417,1.6387663442226863,-0.760768414680213,0.7417439235646528,,-0.44757574775327047,0.21654451062765867,2.0863420919759568,-0.24121195523151284,substituting
splice|001|021|PICBETS+splice|002|033|WESHIGW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|002|033|WESHIGW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,73.28357076644897,1.0,2515.814519641333,1771032.533531126,10170.276393576762,20778.723606423242,85.23297999804252,2514.1670371297196,1774490.6698550538,10567.349895551488,-0.19488050191946993,-3.75755043506113,1.9481911422277953,-2.102118360449823,-0.11982822878536803,0.0,-0.797128654186241,3.647947580112465,-1.6934954193698504,0.9118081952028234,,1.5268435704499872,-0.5344935923541128,2.121104009662478,-0.26263506183212826,substituting
splice|001|021|PICBETS+splice|002|033|WESHIGW+splice|007|101|EMO4THW+splice|011|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|002|033|WESHIGW', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,73.39087724685669,1.0,2515.9030780653256,1767919.0839638303,10160.826152102867,20788.173847897135,85.04446311154298,2513.8772053044418,1770392.2659047283,10620.46068235628,-0.13969683377679232,-4.3278210239693475,2.261030775853534,-2.3476465975514005,-0.1313423613254927,0.0,-0.9715258665572102,3.5516376967818397,-1.6487852521652524,0.6886131374630233,,1.4226149189187964,-0.7116745139409519,2.1290227778630433,-0.25985135261625825,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,78.8306736946106,1.0,2514.247809935974,1781155.8500266003,10012.875886508129,20936.124113491875,85.0757208149511,2514.4117052176766,1764303.315298474,10658.364792937682,0.9551948682517519,-6.05617202047034,3.1812158655579736,-2.1573897716098522,-0.11010831348491346,0.0,-0.23007974634310369,2.043837831823181,-0.9488157190078561,0.7256207766540346,,0.21992912902819572,-0.07608826443762373,1.8239087027949852,-0.15399148190547995,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,80.80850219726562,1.0,2516.0937204150755,1781661.9678363064,9979.975342372727,20969.024657627273,84.96637287267649,2515.585042610984,1771163.3249949403,10509.789003967953,0.5927540782494578,-5.041144607139081,2.592143413452108,-1.94887178362676,-0.06349520518367235,0.0,-0.20172999047386453,1.7085397787577783,-0.7931595028699223,0.5961579961949903,,-0.14904813997960176,-0.06945896125587492,1.85758791873738,-0.1322710292179896,substituting
splice|002|033|WESHIGW+splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,4,"['splice|002|033|WESHIGW', 'splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,78.06765818595886,1.0,2515.054487709283,1770692.7716890555,10144.78222638335,20804.217773616652,85.11220133133774,2512.7475601077203,1764160.2526366697,10714.778701032032,0.37029056984037023,-5.319722325144993,2.816992392377138,-2.3796667900958357,-0.1762197122026521,0.0,-0.8161601229305981,3.388129852196009,-1.5728796148839819,0.7688119788454406,,1.4459913374062827,-0.6708024090153919,1.9421385147897263,-0.14535771391520624,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|008|035|BOASHAN+splice|011|033|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,79.34154653549194,1.0,2515.979748178378,1779782.3191747013,10050.705603988426,20898.294396011577,85.16399881486842,2515.4817236545655,1771965.6724570955,10488.033281216432,0.4411285635554707,-4.169777740992098,2.1373754389939714,-1.6607504041962207,-0.067599751525238,0.0,-0.3070169012573398,2.4293703800678745,-1.1277924148435536,0.8301377440968816,,0.12291168820306453,0.0760898434866375,2.30645869186481,-0.3831067447439773,substituting
